trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,position_size_rs,pnl_rs
2025-11-20,WCIL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-20 10:15:00+05:30,2025-11-20 10:30:00+05:30,116.15,117.02112500000001,114.7562,2025-11-20 11:00:00+05:30,115.74619999999999,BE,0.21804103946078549,0.3476538958243806,33.82671739695981,10.851063826555105,2.0664813877567614,1.4806608780592774,3.3054566346639978,0.007825178264076735,0.6265164146147706,50000,109.02051973039275
2025-11-21,GABRIEL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:15:00+05:30,2025-11-21 10:30:00+05:30,1023.99516,1031.6751237,1011.7072180800001,2025-11-21 12:00:00+05:30,1031.6751237,SL,-0.8810405202601229,-0.7500000000000029,29.980039551822404,10.990990990713627,9.055724129143437,1.1504919487445417,4.248636243686016,0.007087162350320274,0.5110366843076308,50000,-440.5202601300615
2025-11-21,HINDZINC,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:15:00+05:30,2025-11-21 10:30:00+05:30,464.907,468.3938025,459.32811599999997,2025-11-21 14:30:00+05:30,462.25,EOD,0.44219045684269653,0.5715121518927404,33.403732989541474,11.59999999870071,4.285205911222097,1.5135420175639658,4.329195372378074,0.0033238658171489775,0.6259258479168162,50000,221.09522842134825
2025-11-21,MANINFRA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:45:00+05:30,2025-11-21 11:00:00+05:30,122.89,123.81167500000001,121.41532,2025-11-21 14:30:00+05:30,122.51,EOD,0.17955678140153197,0.3092196273089718,44.461067354470266,12.37373736936243,3.6386393046705883,1.7466567158172535,4.360170613734785,0.004465011496388507,0.8325809355850733,50000,89.77839070076598
2025-11-21,NIACL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:00:00+05:30,2025-11-21 10:15:00+05:30,175.5,176.81625000000003,173.394,2025-11-21 14:30:00+05:30,175.09,EOD,0.10385705673350734,0.23361823361823167,27.51504907962268,26.14379084169896,3.469023720041079,1.2484749424791028,3.006639135713322,0.00334751519194317,0.4912088511281832,50000,51.92852836675367
2025-11-21,PNB,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:45:00+05:30,2025-11-21 11:00:00+05:30,122.28,123.1971,120.81264,2025-11-21 14:00:00+05:30,123.1971,SL,-0.8810405202601173,-0.750000000000004,33.04683400910068,14.417177907918955,3.7464245835691155,1.6849507676786784,3.483077871509269,0.0034269367738922157,0.6505688944802788,50000,-440.5202601300586
2025-11-21,PRAKASH,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:00:00+05:30,2025-11-21 10:15:00+05:30,135.67,136.687525,134.04196,2025-11-21 10:30:00+05:30,134.68284,BE,0.5984998307364788,0.727618486032276,34.41692033050172,9.497206701434493,1.6756246600762454,0.9418349651149868,4.711406622706166,0.004639175257731955,0.5410749238526484,50000,299.2499153682394
2025-11-21,SANDHAR,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:00:00+05:30,2025-11-21 10:15:00+05:30,533.4432899999999,537.4441146749999,527.04197052,2025-11-21 10:30:00+05:30,530.587,BE,0.40607537605787347,0.5354439831832818,30.7003714060017,36.28571428281173,38.000000000000284,1.019905700692583,1.7508606823207302,0.005776327753115494,0.48653210282726406,50000,203.03768802893674
2025-11-21,SONATSOFTW,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:00:00+05:30,2025-11-21 10:15:00+05:30,358.37831,361.06614732500003,354.07777028,2025-11-21 13:45:00+05:30,357.31874999999997,BE,0.165973563418477,0.295654053394033,32.07511070068603,22.222222219661845,12.471973197696505,1.3615402831826788,3.7420216143005467,0.004559482329517168,0.5793962100672592,50000,82.9867817092385
2025-11-21,XPROINDIA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-21 10:45:00+05:30,2025-11-21 11:00:00+05:30,1006.39868,1013.9466701000001,994.32189584,2025-11-21 13:00:00+05:30,1013.9466701000001,SL,-0.8810405202601204,-0.7500000000000105,27.434029577826223,27.83018867832638,15.606060606060714,0.794142608667898,2.426483036843776,0.005066560699384072,0.41048540018427543,50000,-440.5202601300602
