trade_date,ticker,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,side,position_size_rs,pnl_rs
2025-11-06,ASAHIINDIA,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,897.07055,906.0412555,888.0998445,2025-11-06 10:45:00+05:30,888.0998445,TARGET,1.0000000000000009,45.80402164505938,16.03325415650302,21.08595081568062,0.752936372159757,3.3053658921157796,0.011786984691608982,0.6788241898038481,SHORT,50000,500.00000000000045
2025-11-06,ATL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,30.189999999999998,30.491899999999998,29.888099999999998,2025-11-06 10:45:00+05:30,30.193018999999996,BE,-0.009999999999994465,44.8528839001416,14.83050846577845,8.54595817727841,1.2312139757749152,3.22035022347149,0.012521812950997496,0.7482557042627342,SHORT,50000,-4.999999999997232
2025-11-06,AWHCL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,507.3985,512.472485,502.324515,2025-11-06 14:30:00+05:30,506.95,EOD,0.08839206264898775,39.37517126969381,19.660194173421345,10.842015516528184,1.800204993140075,4.029102978182073,0.004847265410645722,0.7656634428449203,SHORT,50000,44.19603132449387
2025-11-06,BAJAJHIND,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:00:00+05:30,2025-11-06 10:15:00+05:30,21.46,21.6746,21.2454,2025-11-06 13:15:00+05:30,21.462146,BE,-0.009999999999998878,49.87323432924086,12.857142831428561,5.528360528360522,1.2344481440747241,4.562855580010801,0.004711034436998203,0.8241269401516895,SHORT,50000,-4.99999999999944
2025-11-06,BDL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,1438.01234,1452.3924634,1423.6322166,2025-11-06 13:00:00+05:30,1438.156141234,BE,-0.00999999999999763,52.13066383161018,1.5128593040526823,2.2650397038289394,2.204224202136561,5.685031640835075,0.005457832162970178,0.96,SHORT,50000,-4.999999999998815
2025-11-06,CAMS,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,748.0503600000001,755.5308636000001,740.5698564,2025-11-06 12:45:00+05:30,748.1251650360001,BE,-0.010000000000005801,68.95655746192256,14.999999999045684,7.2677796123034675,1.5780718257048552,4.334218001291784,0.0038473288272806963,0.8861625694983495,SHORT,50000,-5.000000000002901
2025-11-06,CONCOR,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:30:00+05:30,2025-11-06 10:45:00+05:30,525.19494,530.4468894,519.9429905999999,2025-11-06 14:30:00+05:30,519.9429905999999,TARGET,1.000000000000011,46.62628455623707,11.607142856417525,3.278870949348726,2.349467185353003,4.725160119898667,0.004915090619858866,0.9093942683435559,SHORT,50000,500.00000000000557
2025-11-06,EMSLIMITED,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 11:00:00+05:30,2025-11-06 11:15:00+05:30,476.10476,480.8658076,471.3437124,2025-11-06 11:30:00+05:30,471.3437124,TARGET,0.9999999999999966,68.61288255985156,7.642487046354788,4.400790278214512,1.527886749574196,4.11164160747242,0.011052907281299111,0.8773801811754842,SHORT,50000,499.9999999999983
2025-11-06,GRASIM,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,2729.454,2756.74854,2702.1594600000003,2025-11-06 10:45:00+05:30,2729.7269454,BE,-0.010000000000000953,39.70856490037681,5.438879913798488,5.826176646646448,1.7034561457365651,5.638641551709424,0.007276051188299827,0.7537332990095509,SHORT,50000,-5.000000000000477
2025-11-06,HINDALCO,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:00:00+05:30,2025-11-06 10:15:00+05:30,778.9441800000001,786.7336218,771.1547382000001,2025-11-06 10:45:00+05:30,771.1547382000001,TARGET,0.9999999999999951,48.68125179825639,5.533596837822188,11.55977830562157,1.1086903437430176,6.7734964880597435,0.008705213964995897,0.7842395871288739,SHORT,50000,499.99999999999756
2025-11-06,HINDCOPPER,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,324.98499000000004,328.23483990000005,321.7351401,2025-11-06 11:15:00+05:30,325.017488499,BE,-0.009999999999995323,42.015457345764005,19.634703193836472,18.483221966626346,1.9072665361921857,3.4867747367709607,0.005903913262954585,0.8240035040200926,SHORT,50000,-4.999999999997661
2025-11-06,HINDZINC,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,467.9064,472.585464,463.22733600000004,2025-11-06 11:15:00+05:30,467.95319064,BE,-0.009999999999996439,34.65197940817504,30.434782604578743,15.615850087838824,1.55225620462291,2.361618017486292,0.003754578754578741,0.6514245269316348,SHORT,50000,-4.999999999998219
2025-11-06,HITECH,B_HUGE_RED_FAILED_BOUNCE,HUGE,2025-11-06 10:00:00+05:30,2025-11-06 13:00:00+05:30,106.37,107.4337,105.30630000000001,2025-11-06 13:15:00+05:30,105.30630000000001,TARGET,0.9999999999999972,34.24146271728535,24.3523316026847,4.676914778856649,1.6495981673907307,4.189672127428858,0.009520687255794049,0.7023016200526581,SHORT,50000,499.99999999999864
2025-11-06,HUDCO,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,228.64999999999998,230.93649999999997,226.3635,2025-11-06 11:00:00+05:30,228.67286499999997,BE,-0.009999999999998215,41.94340830292482,21.238938049338273,3.41672996969614,1.9204990322406579,3.8228444408845115,0.004563058279717681,0.8252384551859875,SHORT,50000,-4.999999999999107
2025-11-06,IGARASHI,B_HUGE_RED_FAILED_BOUNCE,HUGE,2025-11-06 10:30:00+05:30,2025-11-06 13:00:00+05:30,480.9038,485.712838,476.094762,2025-11-06 13:15:00+05:30,485.712838,SL,-0.9999999999999972,37.26237155457237,17.894736840786635,19.265264106028315,1.8354072920097866,3.8399481112494267,0.005946847285551958,0.7801318494202982,SHORT,50000,-499.99999999999864
2025-11-06,IONEXCHANG,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,385.72284,389.5800684,381.8656116,2025-11-06 14:30:00+05:30,387.0,EOD,-0.33110821231119747,40.76387676671958,12.580645160153935,4.672842277512213,1.6275641333592112,4.001790410740603,0.006103425316268403,0.7562818748386555,SHORT,50000,-165.55410615559873
2025-11-06,JTLIND,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:30:00+05:30,2025-11-06 10:45:00+05:30,61.92,62.5392,61.3008,2025-11-06 11:00:00+05:30,61.926192,BE,-0.009999999999997808,53.242585130406226,1.9950124681313781,4.2276013526013925,1.8990714990673567,6.021623594027836,0.006963307398370237,0.9423375123367874,SHORT,50000,-4.999999999998904
2025-11-06,KSL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:00:00+05:30,2025-11-06 10:15:00+05:30,816.88659,825.0554559,808.7177240999999,2025-11-06 10:30:00+05:30,816.9682786589999,BE,-0.009999999999994033,47.5398150187981,16.36050516621235,3.8114107638704215,0.8749479965221942,3.113542278069885,0.013047270190127334,0.7262131246733554,SHORT,50000,-4.999999999997017
2025-11-06,MGL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 11:00:00+05:30,2025-11-06 11:15:00+05:30,1242.45146,1254.8759746,1230.0269454,2025-11-06 13:45:00+05:30,1230.0269454,TARGET,1.0000000000000053,42.71320238706072,10.397553516374046,4.64519474787558,2.121786929031702,3.741619477031273,0.003516554236528497,0.8506980358059106,SHORT,50000,500.0000000000027
2025-11-06,NETWEB,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:00:00+05:30,2025-11-06 10:15:00+05:30,3424.315,3458.5581500000003,3390.07185,2025-11-06 10:30:00+05:30,3424.6574315,BE,-0.009999999999992633,49.039263672969994,9.237057220673236,4.640665417865074,1.8672605168825347,5.721033255894863,0.012397710550560078,0.9223595455489935,SHORT,50000,-4.999999999996317
2025-11-06,NUVOCO,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:00:00+05:30,2025-11-06 10:15:00+05:30,391.22174,395.13395740000004,387.3095226,2025-11-06 10:45:00+05:30,387.3095226,TARGET,1.000000000000008,49.66739981825774,12.38670694759243,2.228714345160646,1.2312647163840853,3.5674711304012563,0.006492677499954389,0.8204823226410809,SHORT,50000,500.000000000004
2025-11-06,PCBL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:00:00+05:30,2025-11-06 10:15:00+05:30,350.77983,354.2876283,347.2720317,2025-11-06 10:30:00+05:30,347.2720317,TARGET,0.9999999999999972,37.266715598437415,19.8952879551981,9.365079365078953,1.838549491166549,4.19106642547428,0.0038681569250188083,0.7407468949307072,SHORT,50000,499.99999999999864
2025-11-06,POKARNA,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:00:00+05:30,2025-11-06 10:15:00+05:30,876.12474,884.8859874,867.3634926,2025-11-06 10:30:00+05:30,876.212352474,BE,-0.010000000000002857,31.00723136111659,9.816971713353382,1.601328043355591,2.2447474700348744,3.9589708900366225,0.005034595034595018,0.6751084704167489,SHORT,50000,-5.000000000001429
2025-11-06,POWERMECH,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:00:00+05:30,2025-11-06 10:15:00+05:30,2418.91612,2443.1052812,2394.7269588,2025-11-06 11:15:00+05:30,2394.7269588,TARGET,0.9999999999999978,30.595848268000125,12.36494597818367,12.605747255629337,1.718210766251042,3.958163631417557,0.005000530716703422,0.6196246081139343,SHORT,50000,499.99999999999886
2025-11-06,RAILTEL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:30:00+05:30,2025-11-06 10:45:00+05:30,356.52868,360.09396680000003,352.9633932,2025-11-06 14:30:00+05:30,356.3,EOD,0.06414070250954204,43.18298506636694,5.504587155256473,2.1155660894946293,1.813590079944348,4.3763098878576985,0.004206393718452012,0.825123039985765,SHORT,50000,32.07035125477102
2025-11-06,TARSONS,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,284.4431,287.287531,281.59866900000003,2025-11-06 13:45:00+05:30,281.59866900000003,TARGET,0.999999999999995,34.78744300880738,26.96078431002502,5.209933435739802,1.3409942543767985,3.0082492743138967,0.004205372834546824,0.6164856396480505,SHORT,50000,499.9999999999975
2025-11-06,TATAELXSI,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:30:00+05:30,2025-11-06 10:45:00+05:30,5253.949,5306.48849,5201.4095099999995,2025-11-06 13:00:00+05:30,5254.474394899999,BE,-0.009999999999996387,41.952497236958564,17.927170868206744,1.9125683060109289,2.150634001353082,4.257308758359754,0.004002990349327171,0.8392874585543784,SHORT,50000,-4.9999999999981934
2025-11-06,UNICHEMLAB,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,462.75743,467.3850043,458.1298557,2025-11-06 14:30:00+05:30,462.0,EOD,0.16367754484244573,49.41686863854689,26.178010469285212,13.961832089839286,0.9974569473932545,2.9319376252389504,0.00486066104990277,0.7758079953720227,SHORT,50000,81.83877242122287
2025-11-06,VIMTALABS,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-06 10:15:00+05:30,2025-11-06 10:30:00+05:30,641.02177,647.4319876999999,634.6115523,2025-11-06 11:45:00+05:30,634.6115523,TARGET,0.9999999999999962,64.41875227510343,7.598784194205237,9.881607787647269,1.0861888734152485,4.972250358130678,0.007399530082513939,0.8000830528476683,SHORT,50000,499.9999999999981
2025-11-07,ABREL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-07 10:00:00+05:30,2025-11-07 10:15:00+05:30,1775.3448600000002,1793.0983086,1757.5914114000002,2025-11-07 11:00:00+05:30,1793.0983086,SL,-0.9999999999999974,33.2085886272765,12.636165576956941,11.405644660066725,0.9956976954378459,3.631060955179567,0.004910463342166553,0.5323759261107706,SHORT,50000,-499.9999999999987
2025-11-07,KPIL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-07 11:00:00+05:30,2025-11-07 11:15:00+05:30,1279.3440799999998,1292.1375208,1266.5506391999998,2025-11-07 12:00:00+05:30,1292.1375208,SL,-1.0000000000000078,36.339041450418634,12.114014251378862,13.310238588730314,0.9223605626394671,2.4701241341886693,0.005284598214285742,0.5664987202181861,SHORT,50000,-500.0000000000039
2025-11-07,SUPREMEIND,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-07 10:00:00+05:30,2025-11-07 10:15:00+05:30,3803.2392,3841.271592,3765.206808,2025-11-07 11:00:00+05:30,3765.206808,TARGET,1.000000000000002,27.233984851734448,21.88328912426209,12.955675630260929,0.6687700758839022,3.0131790208110125,0.0031677181913774936,0.38554453605569966,SHORT,50000,500.00000000000097
2025-11-07,ZYDUSWELL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-07 10:00:00+05:30,2025-11-07 10:15:00+05:30,438.46229,442.8469129,434.0776671,2025-11-07 11:30:00+05:30,442.8469129,SL,-1.0000000000000024,25.517481390500247,21.658986173717963,20.056497175141093,0.8105509925164156,2.455188425367677,0.009688817964208367,0.3846086445478764,SHORT,50000,-500.00000000000125
2025-11-10,ESCORTS,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-10 11:00:00+05:30,2025-11-10 11:15:00+05:30,3587.48236,3623.3571836,3551.6075364,2025-11-10 12:45:00+05:30,3551.6075364,TARGET,1.0000000000000036,32.17841715534144,31.009023789635535,20.848496642989073,0.958470300221881,2.00410743238604,0.004060929873314913,0.5104085598689507,SHORT,50000,500.00000000000176
2025-11-10,GANECOS,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-10 10:30:00+05:30,2025-11-10 10:45:00+05:30,1078.98416,1089.7740016,1068.1943184,2025-11-10 11:00:00+05:30,1068.1943184,TARGET,1.0000000000000042,61.98768612081492,8.316430020165924,20.84156209584402,1.5926362100101803,4.341591330767139,0.012952204911539495,0.8887113367517816,SHORT,50000,500.0000000000021
2025-11-10,KAMATHOTEL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-10 10:30:00+05:30,2025-11-10 10:45:00+05:30,230.04999999999998,232.35049999999998,227.74949999999998,2025-11-10 11:00:00+05:30,230.07300499999997,BE,-0.009999999999992832,43.30786629166493,4.0579710143829,8.273513443383736,1.3856761905755355,5.4888961882682,0.024410930175178872,0.7521113277256926,SHORT,50000,-4.999999999996416
2025-11-10,MEDANTA,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-10 10:00:00+05:30,2025-11-10 10:15:00+05:30,1192.7614,1204.689014,1180.8337860000001,2025-11-10 10:45:00+05:30,1180.8337860000001,TARGET,0.9999999999999957,29.748041171198388,13.65360303389231,6.877127544640854,2.0728112394101195,5.5632733935770355,0.007226679439588077,0.6562206175679759,SHORT,50000,499.99999999999784
2025-11-10,OLECTRA,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-10 10:15:00+05:30,2025-11-10 10:30:00+05:30,1502.59942,1517.6254142,1487.5734258,2025-11-10 10:45:00+05:30,1502.749679942,BE,-0.010000000000003187,26.823473968416966,49.770290963710934,31.802472317473477,1.5506050421281117,0.24372978217911964,0.006786664133738574,0.44589448100763,SHORT,50000,-5.000000000001593
2025-11-10,SHK,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-10 10:00:00+05:30,2025-11-10 10:15:00+05:30,192.98,194.9098,191.0502,2025-11-10 10:30:00+05:30,192.99929799999998,BE,-0.009999999999995879,28.41570897148301,7.796610169121635,3.627987188884125,1.5668288198144382,6.323075103573702,0.014663557333254619,0.5604306780397719,SHORT,50000,-4.999999999997939
2025-11-11,CHALET,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-11 10:00:00+05:30,2025-11-11 10:15:00+05:30,895.22092,904.1731292,886.2687108,2025-11-11 12:30:00+05:30,895.310442092,BE,-0.010000000000004285,31.303468367048993,48.31858406840203,23.879190007432772,0.9343700296950744,1.6120535501543225,0.004473996637530584,0.47366945821008904,SHORT,50000,-5.000000000002142
2025-11-11,ORIENTCEM,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-11 11:15:00+05:30,2025-11-11 11:30:00+05:30,192.04999999999998,193.9705,190.12949999999998,2025-11-11 12:30:00+05:30,192.06920499999998,BE,-0.009999999999999726,49.14107075737571,10.705882351177863,5.35534480739964,2.027573467562318,3.6019238793965895,0.005629215404864778,0.9471160613606355,SHORT,50000,-4.999999999999863
2025-11-11,PETRONET,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-11 10:30:00+05:30,2025-11-11 10:45:00+05:30,266.19675,268.8587175,263.5347825,2025-11-11 11:00:00+05:30,266.223369675,BE,-0.01000000000000236,31.38156312481015,5.594405593310626,8.268979865298512,1.6191293889079388,3.336920404691538,0.0043042184022097545,0.6140710899310415,SHORT,50000,-5.00000000000118
2025-11-11,POWERGRID,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-11 10:30:00+05:30,2025-11-11 10:45:00+05:30,265.04698,267.6974498,262.3965102,2025-11-11 12:00:00+05:30,267.6974498,SL,-0.9999999999999984,44.09182441493466,15.107913666021503,9.533239038189064,1.316919876583043,3.427077794918592,0.0035545980880570555,0.7518383446260524,SHORT,50000,-499.9999999999992
2025-11-11,SUBROS,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-11 10:15:00+05:30,2025-11-11 10:30:00+05:30,909.818,918.9161799999999,900.71982,2025-11-11 10:45:00+05:30,900.71982,TARGET,0.9999999999999953,37.9262231077574,18.131101812933167,3.5134468574581383,1.321405328325689,4.6439031542529845,0.015853849772620342,0.6601392790733567,SHORT,50000,499.99999999999767
2025-11-11,UTIAMC,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-11 10:30:00+05:30,2025-11-11 10:45:00+05:30,1178.16432,1189.9459632,1166.3826768000001,2025-11-11 12:00:00+05:30,1178.282136432,BE,-0.009999999999993792,25.57683869453084,16.66666666601853,5.062319097406692,1.5147602166818845,3.3449668167851523,0.00396825396825394,0.5087356183372924,SHORT,50000,-4.999999999996896
2025-11-12,SURYAROSNI,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-12 11:15:00+05:30,2025-11-12 11:30:00+05:30,278.4443,281.228743,275.659857,2025-11-12 12:00:00+05:30,281.228743,SL,-1.0000000000000036,26.416028240802756,27.13178294500024,3.280060882800608,1.6876006584654994,2.2674549916601756,0.021579783689579152,0.5515705388435037,SHORT,50000,-500.00000000000176
2025-11-14,AGARIND,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:00:00+05:30,2025-11-14 10:15:00+05:30,811.6376399999999,819.7540164,803.5212635999999,2025-11-14 11:30:00+05:30,819.7540164,SL,-1.0000000000000044,35.346551284168434,31.014304290722748,9.42432683379759,0.5470315818889678,2.738191149792707,0.010285784676028588,0.48592879609309586,SHORT,50000,-500.00000000000216
2025-11-14,BBL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:30:00+05:30,2025-11-14 10:45:00+05:30,2918.4162,2947.600362,2889.232038,2025-11-14 14:30:00+05:30,2931.3,EOD,-0.4414654770625267,44.698835687182054,26.19372441969115,0.0,1.4574535226811127,2.5392367177573907,0.003335290950912755,0.7855369017769256,SHORT,50000,-220.73273853126335
2025-11-14,COFORGE,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:15:00+05:30,2025-11-14 10:30:00+05:30,1777.94434,1795.7237834,1760.1648966,2025-11-14 12:45:00+05:30,1778.122134434,BE,-0.009999999999994751,32.8044742627516,14.166666666336113,7.408366206443337,1.459732109591418,4.264989228388836,0.004107674887370203,0.607520233119772,SHORT,50000,-4.999999999997375
2025-11-14,ESCORTS,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:00:00+05:30,2025-11-14 10:15:00+05:30,3549.38998,3584.8838798,3513.8960801999997,2025-11-14 14:15:00+05:30,3549.744918998,BE,-0.009999999999995839,25.74489527219581,21.977124182755418,6.5312259137561,1.1184365732864503,3.2009897958434723,0.004053298358967362,0.4418998294080659,SHORT,50000,-4.999999999997919
2025-11-14,GMMPFAUDLR,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:15:00+05:30,2025-11-14 10:30:00+05:30,1223.7552,1235.992752,1211.517648,2025-11-14 12:00:00+05:30,1235.992752,SL,-1.000000000000004,37.56438939068404,21.25205930758237,2.070437607785079,1.3309400281023642,4.084663321927176,0.005992741022558851,0.6563803457781743,SHORT,50000,-500.000000000002
2025-11-14,IEX,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:30:00+05:30,2025-11-14 10:45:00+05:30,137.29999999999998,138.67299999999997,135.927,2025-11-14 14:30:00+05:30,137.31,EOD,-0.007283321194478752,34.324291454127675,18.30985914770889,9.977972439936957,1.2071492265115995,2.7962341317623705,0.0038253240610804976,0.5861154864514451,SHORT,50000,-3.641660597239376
2025-11-14,INFY,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:00:00+05:30,2025-11-14 10:15:00+05:30,1505.1989,1520.2508890000001,1490.146911,2025-11-14 14:00:00+05:30,1490.146911,TARGET,1.000000000000003,28.227734193912045,14.358108107768544,1.8031071399822807,1.4623389312673016,5.3223293943563785,0.004052516826239475,0.5393253258804585,SHORT,50000,500.0000000000016
2025-11-14,MARATHON,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:00:00+05:30,2025-11-14 10:15:00+05:30,563.8872,569.526072,558.248328,2025-11-14 10:45:00+05:30,563.94358872,BE,-0.009999999999995148,40.71241065515605,19.93517017737709,9.247858236424692,0.835626420151396,3.3219090902759536,0.006832573454913858,0.616920783353835,SHORT,50000,-4.999999999997574
2025-11-14,NLCINDIA,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-14 10:30:00+05:30,2025-11-14 10:45:00+05:30,257.39851,259.9724951,254.82452489999997,2025-11-14 12:45:00+05:30,257.42424985099996,BE,-0.009999999999987916,30.26541649789961,13.076923074106091,6.933933933933983,1.4184603651051175,2.683316603769956,0.00450675319632802,0.5622118113618897,SHORT,50000,-4.999999999993958
2025-11-17,BODALCHEM,B_HUGE_RED_FAILED_BOUNCE,HUGE,2025-11-17 11:15:00+05:30,2025-11-17 13:00:00+05:30,57.080000000000005,57.650800000000004,56.50920000000001,2025-11-17 14:15:00+05:30,57.085708000000004,BE,-0.009999999999997358,34.27366134528944,37.599999957888045,52.5,0.9269992673303844,1.2698187510275,0.004565077159728063,0.5398207295135339,SHORT,50000,-4.999999999998679
2025-11-17,GENESYS,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-17 10:45:00+05:30,2025-11-17 11:00:00+05:30,460.9078,465.516878,456.298722,2025-11-17 11:15:00+05:30,456.298722,TARGET,1.0000000000000022,29.801927206914783,15.548281505015652,6.850177985022576,1.5243676273593265,3.3157803342057943,0.009833024118738407,0.5737932428916039,SHORT,50000,500.00000000000114
2025-11-17,GMMPFAUDLR,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-17 11:00:00+05:30,2025-11-17 11:15:00+05:30,1202.55944,1214.5850344,1190.5338456,2025-11-17 12:15:00+05:30,1202.679695944,BE,-0.010000000000005333,48.96333974587835,28.29373650022457,7.436007436007355,1.950948521178998,2.7039903481489223,0.00556478405315613,0.9358660873945,SHORT,50000,-5.000000000002666
2025-11-17,INDNIPPON,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-17 10:00:00+05:30,2025-11-17 10:15:00+05:30,902.76941,911.7971041,893.7417159,2025-11-17 10:45:00+05:30,902.859686941,BE,-0.009999999999995172,43.08882008169672,23.64818617362694,10.671237594314567,0.7733568486780089,2.6317508305262263,0.0191540303272147,0.6416697497441022,SHORT,50000,-4.999999999997587
2025-11-17,VIPIND,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-17 10:00:00+05:30,2025-11-17 10:15:00+05:30,388.9222,392.811422,385.03297799999996,2025-11-17 13:00:00+05:30,388.96109221999995,BE,-0.009999999999994786,25.848272731125366,15.415019761140087,7.89473684210532,1.3457930247596075,2.531750738385885,0.006068674256334937,0.48323787029981174,SHORT,50000,-4.999999999997392
2025-11-18,DBREALTY,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-18 10:00:00+05:30,2025-11-18 10:15:00+05:30,137.95,139.3295,136.57049999999998,2025-11-18 10:30:00+05:30,137.96379499999998,BE,-0.009999999999990988,41.13582779656808,14.213197967018274,1.7133655394523857,1.3860488099021606,5.443957321192872,0.006940993788819919,0.7195959586813994,SHORT,50000,-4.999999999995494
2025-11-18,EMSLIMITED,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-18 10:15:00+05:30,2025-11-18 10:30:00+05:30,461.9076,466.526676,457.288524,2025-11-18 11:00:00+05:30,461.95379076,BE,-0.010000000000000384,57.841745646993566,21.83098591334047,5.3565062388591,1.2481216127084473,3.5233647620012793,0.0047077922077921885,0.8284212822239783,SHORT,50000,-5.000000000000192
2025-11-18,GLENMARK,A_PULLBACK_C2_THEN_BREAK_C2_LOW,MODERATE,2025-11-18 10:15:00+05:30,2025-11-18 10:45:00+05:30,1832.73338,1851.0607137999998,1814.4060462,2025-11-18 13:00:00+05:30,1832.9166533379998,BE,-0.009999999999996475,28.93194297262554,14.640198510911716,12.842052138804663,1.2067608983869131,2.603082638533116,0.0076580643152881185,0.5051623018070928,SHORT,50000,-4.999999999998238
2025-11-18,HIRECT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-18 10:00:00+05:30,2025-11-18 10:15:00+05:30,1522.7953799999998,1538.0233337999998,1507.5674261999998,2025-11-18 10:45:00+05:30,1522.9476595379997,BE,-0.009999999999993596,26.234686018517998,20.554272516656567,6.871388400404197,1.1324519922221292,3.4102316107551918,0.004429715185719932,0.4516993889166426,SHORT,50000,-4.999999999996798
2025-11-18,IGL,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-18 10:00:00+05:30,2025-11-18 10:15:00+05:30,209.54999999999998,211.6455,207.45449999999997,2025-11-18 14:30:00+05:30,209.51,EOD,0.019088523025527104,25.79889105554099,35.25179854931602,18.732026143790716,1.0891609087164777,2.071785704745973,0.0041041116045884155,0.4375865248584985,SHORT,50000,9.544261512763553
2025-11-18,LATENTVIEW,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-18 10:00:00+05:30,2025-11-18 10:15:00+05:30,467.4065,472.080565,462.732435,2025-11-18 10:45:00+05:30,467.45324065,BE,-0.010000000000000819,26.76859983926999,14.83870967652544,5.1592486729278075,1.9452449655773612,4.833692789715054,0.005798319327731091,0.601946866565088,SHORT,50000,-5.0000000000004095
2025-11-18,NATIONALUM,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-18 10:15:00+05:30,2025-11-18 10:30:00+05:30,255.528884,258.08417284,252.97359516,2025-11-18 14:30:00+05:30,256.4,EOD,-0.3409070576929269,32.07446064550106,24.32216905629582,17.734617379000138,1.0926454820783904,3.3423829817312694,0.005652620760534425,0.5323298690462344,SHORT,50000,-170.45352884646343
2025-11-18,PGHH,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-18 11:00:00+05:30,2025-11-18 11:15:00+05:30,12922.415,13051.63915,12793.19085,2025-11-18 14:30:00+05:30,12909.0,EOD,0.10381186488749101,34.26904117375039,39.52569169938602,55.18207282913162,0.6822077866302984,1.0616810162034893,0.0031874930946856703,0.4465060310767325,SHORT,50000,51.905932443745506
